case	Errors	OffsetYield	Friction	Rolling_Torque	Sigma_Moy	Sigma_Ini	Sigma_Out	Sigma_Max	Force_Error(%)	Slip_Error(%)	Has_Converged
1	VOID	1.791646e+02	2.436286e-01	5.107411e+04	1.791646e+02	1.791646e+02	1.791646e+02	1.791646e+02	5.472120e-06	-2.724222e-05	YES
1	VOID	1.799080e+02	2.401067e-01	5.115719e+04	1.799080e+02	1.799080e+02	1.799080e+02	1.799080e+02	-3.416162e-07	-5.044719e-07	YES
1	VOID	1.829540e+02	2.279364e-01	5.243813e+04	1.829540e+02	1.829540e+02	1.829540e+02	1.829540e+02	-5.449833e-05	-3.551893e-05	YES
1	VOID	1.854446e+02	2.178299e-01	5.345813e+04	1.854446e+02	1.854446e+02	1.854446e+02	1.854446e+02	-1.557990e-05	-5.506099e-06	YES
1	VOID	1.825048e+02	2.338453e-01	5.214473e+04	1.825048e+02	1.825048e+02	1.825048e+02	1.825048e+02	3.252791e-07	1.673307e-06	YES
1	VOID	1.860400e+02	2.282749e-01	5.304578e+04	1.860400e+02	1.860400e+02	1.860400e+02	1.860400e+02	-6.852287e-05	-5.221454e-05	YES
1	VOID	1.824158e+02	2.514234e-01	5.176919e+04	1.824158e+02	1.824158e+02	1.824158e+02	1.824158e+02	-1.611953e-06	1.171092e-06	YES
1	VOID	1.861351e+02	2.366085e-01	5.266556e+04	1.861351e+02	1.861351e+02	1.861351e+02	1.861351e+02	4.028281e-07	-1.935440e-07	YES
1	VOID	1.868502e+02	2.297440e-01	5.266174e+04	1.868502e+02	1.868502e+02	1.868502e+02	1.868502e+02	-7.268640e-05	-1.311472e-04	YES
1	VOID	1.841580e+02	2.337418e-01	5.209901e+04	1.841580e+02	1.841580e+02	1.841580e+02	1.841580e+02	3.032427e-07	1.175755e-06	YES
1	VOID	1.820717e+02	2.294614e-01	5.214756e+04	1.820717e+02	1.820717e+02	1.820717e+02	1.820717e+02	2.527101e-07	8.215386e-07	YES
1	VOID	1.793634e+02	2.305960e-01	5.195552e+04	1.793634e+02	1.793634e+02	1.793634e+02	1.793634e+02	2.695898e-07	6.913213e-07	YES
1	VOID	1.784501e+02	2.294605e-01	5.151704e+04	1.784501e+02	1.784501e+02	1.784501e+02	1.784501e+02	-7.331457e-05	1.190852e-04	YES
1	VOID	1.780482e+02	2.311221e-01	5.139912e+04	1.780482e+02	1.780482e+02	1.780482e+02	1.780482e+02	-8.435293e-05	-7.416059e-05	YES
1	VOID	1.813735e+02	2.166325e-01	5.210629e+04	1.813735e+02	1.813735e+02	1.813735e+02	1.813735e+02	-1.569524e-05	2.628093e-05	YES
1	VOID	1.795659e+02	2.196846e-01	5.189829e+04	1.795659e+02	1.795659e+02	1.795659e+02	1.795659e+02	-2.259546e-05	-1.766628e-05	YES
1	VOID	1.795961e+02	2.227292e-01	5.199840e+04	1.795961e+02	1.795961e+02	1.795961e+02	1.795961e+02	-2.476460e-05	-1.251892e-05	YES
1	VOID	1.800023e+02	2.251749e-01	5.178424e+04	1.800023e+02	1.800023e+02	1.800023e+02	1.800023e+02	-4.188189e-05	-9.435809e-05	YES
1	VOID	1.812956e+02	2.160024e-01	5.226579e+04	1.812956e+02	1.812956e+02	1.812956e+02	1.812956e+02	-9.310550e-06	-1.178955e-06	YES
1	VOID	1.816694e+02	2.123680e-01	5.284921e+04	1.816694e+02	1.816694e+02	1.816694e+02	1.816694e+02	-4.630533e-06	1.698866e-06	YES
1	VOID	1.806686e+02	2.201264e-01	5.269193e+04	1.806686e+02	1.806686e+02	1.806686e+02	1.806686e+02	-1.906013e-05	-1.779571e-05	YES
1	VOID	1.806089e+02	2.269992e-01	5.276983e+04	1.806089e+02	1.806089e+02	1.806089e+02	1.806089e+02	-8.318541e-05	-1.562803e-04	YES
1	VOID	1.792140e+02	2.315046e-01	5.250722e+04	1.792140e+02	1.792140e+02	1.792140e+02	1.792140e+02	2.545645e-07	8.504170e-07	YES
1	VOID	1.775845e+02	2.276171e-01	5.219526e+04	1.775845e+02	1.775845e+02	1.775845e+02	1.775845e+02	-7.598014e-05	-1.118737e-05	YES
1	VOID	1.796548e+02	2.220695e-01	5.213123e+04	1.796548e+02	1.796548e+02	1.796548e+02	1.796548e+02	-3.410309e-05	-9.778693e-05	YES
1	VOID	1.809362e+02	2.154680e-01	5.264362e+04	1.809362e+02	1.809362e+02	1.809362e+02	1.809362e+02	-9.581867e-06	-4.347660e-06	YES
1	VOID	1.784046e+02	2.263590e-01	5.171992e+04	1.784046e+02	1.784046e+02	1.784046e+02	1.784046e+02	-6.813615e-05	1.138656e-04	YES
1	VOID	1.779222e+02	2.217729e-01	5.179012e+04	1.779222e+02	1.779222e+02	1.779222e+02	1.779222e+02	-2.201616e-05	-1.768143e-05	YES
1	VOID	1.769333e+02	2.237428e-01	5.103418e+04	1.769333e+02	1.769333e+02	1.769333e+02	1.769333e+02	-3.201481e-05	-9.165944e-05	YES
1	VOID	1.802538e+02	2.132064e-01	5.174715e+04	1.802538e+02	1.802538e+02	1.802538e+02	1.802538e+02	-2.902904e-06	2.372192e-06	YES
1	VOID	1.821704e+02	2.142897e-01	5.167084e+04	1.821704e+02	1.821704e+02	1.821704e+02	1.821704e+02	-6.734349e-06	5.627605e-07	YES
1	VOID	1.805382e+02	2.215240e-01	5.144198e+04	1.805382e+02	1.805382e+02	1.805382e+02	1.805382e+02	-2.708726e-05	-1.396831e-05	YES
1	VOID	1.806982e+02	2.215516e-01	5.184004e+04	1.806982e+02	1.806982e+02	1.806982e+02	1.806982e+02	-3.641792e-05	-8.845540e-05	YES
1	VOID	1.832608e+02	2.224038e-01	5.244466e+04	1.832608e+02	1.832608e+02	1.832608e+02	1.832608e+02	-2.803648e-05	-1.363158e-05	YES
1	VOID	1.846684e+02	2.218125e-01	5.269397e+04	1.846684e+02	1.846684e+02	1.846684e+02	1.846684e+02	-4.611272e-05	-1.106783e-04	YES
1	VOID	1.830307e+02	2.214232e-01	5.291664e+04	1.830307e+02	1.830307e+02	1.830307e+02	1.830307e+02	-3.976989e-05	7.208159e-05	YES
1	VOID	1.824830e+02	2.211517e-01	5.267217e+04	1.824830e+02	1.824830e+02	1.824830e+02	1.824830e+02	-3.718191e-05	6.758212e-05	YES
1	VOID	1.800518e+02	2.240257e-01	5.216655e+04	1.800518e+02	1.800518e+02	1.800518e+02	1.800518e+02	-5.563334e-05	-1.220974e-04	YES
1	VOID	1.822237e+02	2.134766e-01	5.236289e+04	1.822237e+02	1.822237e+02	1.822237e+02	1.822237e+02	-6.989711e-06	-4.128885e-07	YES
1	VOID	1.832042e+02	2.063217e-01	5.238201e+04	1.832042e+02	1.832042e+02	1.832042e+02	1.832042e+02	-3.211961e-07	1.548962e-06	YES
1	VOID	1.840390e+02	2.030338e-01	5.227390e+04	1.840390e+02	1.840390e+02	1.840390e+02	1.840390e+02	-2.308161e-08	-6.313743e-07	YES
1	VOID	1.814694e+02	2.169389e-01	5.115823e+04	1.814694e+02	1.814694e+02	1.814694e+02	1.814694e+02	-5.128041e-06	3.222479e-06	YES
1	VOID	1.813284e+02	2.203948e-01	5.114852e+04	1.813284e+02	1.813284e+02	1.813284e+02	1.813284e+02	-2.592813e-05	-8.200265e-05	YES
1	VOID	1.847216e+02	2.126055e-01	5.244226e+04	1.847216e+02	1.847216e+02	1.847216e+02	1.847216e+02	-3.303083e-06	1.833634e-06	YES
1	VOID	1.836861e+02	2.183443e-01	5.243487e+04	1.836861e+02	1.836861e+02	1.836861e+02	1.836861e+02	-2.166085e-05	-1.322506e-05	YES
1	VOID	1.819921e+02	2.272317e-01	5.223582e+04	1.819921e+02	1.819921e+02	1.819921e+02	1.819921e+02	-7.439528e-05	-1.306082e-04	YES
1	VOID	1.803056e+02	2.300620e-01	5.247762e+04	1.803056e+02	1.803056e+02	1.803056e+02	1.803056e+02	6.228307e-07	5.634150e-06	YES
1	VOID	1.802295e+02	2.285745e-01	5.203856e+04	1.802295e+02	1.802295e+02	1.802295e+02	1.802295e+02	2.296730e-07	4.735496e-07	YES
1	VOID	1.808459e+02	2.217683e-01	5.161229e+04	1.808459e+02	1.808459e+02	1.808459e+02	1.808459e+02	-4.301396e-05	-9.796499e-05	YES
1	VOID	1.810853e+02	2.168224e-01	5.151334e+04	1.810853e+02	1.810853e+02	1.810853e+02	1.810853e+02	-1.341717e-05	-5.783144e-06	YES
1	VOID	1.788343e+02	2.192412e-01	5.139804e+04	1.788343e+02	1.788343e+02	1.788343e+02	1.788343e+02	-1.888742e-05	3.951676e-05	YES
1	VOID	1.801757e+02	2.158280e-01	5.198503e+04	1.801757e+02	1.801757e+02	1.801757e+02	1.801757e+02	-9.950727e-06	-3.078758e-06	YES
1	VOID	1.813202e+02	2.159241e-01	5.246799e+04	1.813202e+02	1.813202e+02	1.813202e+02	1.813202e+02	-1.081028e-05	-4.407425e-06	YES
1	VOID	1.818403e+02	2.153127e-01	5.247649e+04	1.818403e+02	1.818403e+02	1.818403e+02	1.818403e+02	-9.362221e-06	-1.258542e-06	YES
1	VOID	1.835575e+02	2.113175e-01	5.336349e+04	1.835575e+02	1.835575e+02	1.835575e+02	1.835575e+02	-1.927554e-06	5.520608e-05	YES
1	VOID	1.797319e+02	2.281181e-01	5.256201e+04	1.797319e+02	1.797319e+02	1.797319e+02	1.797319e+02	-8.414899e-05	-1.636559e-04	YES
1	VOID	1.819121e+02	2.231953e-01	5.308777e+04	1.819121e+02	1.819121e+02	1.819121e+02	1.819121e+02	-4.522981e-05	-4.318784e-05	YES
1	VOID	1.821688e+02	2.255022e-01	5.273714e+04	1.821688e+02	1.821688e+02	1.821688e+02	1.821688e+02	-4.606644e-05	-4.395989e-05	YES
1	VOID	1.822274e+02	2.263725e-01	5.276669e+04	1.822274e+02	1.822274e+02	1.822274e+02	1.822274e+02	-6.552500e-05	1.079336e-04	YES
1	VOID	1.805229e+02	2.374058e-01	5.182447e+04	1.805229e+02	1.805229e+02	1.805229e+02	1.805229e+02	-2.061467e-07	-1.913831e-07	YES
1	VOID	1.827832e+02	2.334481e-01	5.252798e+04	1.827832e+02	1.827832e+02	1.827832e+02	1.827832e+02	-8.918268e-07	-7.246916e-06	YES
1	VOID	1.836835e+02	2.342880e-01	5.301992e+04	1.836835e+02	1.836835e+02	1.836835e+02	1.836835e+02	3.499594e-07	-6.677079e-08	YES
1	VOID	1.866034e+02	2.251489e-01	5.384439e+04	1.866034e+02	1.866034e+02	1.866034e+02	1.866034e+02	-7.822846e-05	-1.468553e-04	YES
1	VOID	1.862242e+02	2.302290e-01	5.307698e+04	1.862242e+02	1.862242e+02	1.862242e+02	1.862242e+02	2.662167e-07	1.593451e-06	YES
1	VOID	1.844373e+02	2.331114e-01	5.251803e+04	1.844373e+02	1.844373e+02	1.844373e+02	1.844373e+02	3.393536e-07	-2.650087e-07	YES
1	VOID	1.843935e+02	2.367236e-01	5.204078e+04	1.843935e+02	1.843935e+02	1.843935e+02	1.843935e+02	-1.501341e-06	-8.793437e-06	YES
1	VOID	1.893426e+02	2.193821e-01	5.299614e+04	1.893426e+02	1.893426e+02	1.893426e+02	1.893426e+02	-2.004222e-05	3.418952e-05	YES
1	VOID	1.840727e+02	2.314550e-01	5.185992e+04	1.840727e+02	1.840727e+02	1.840727e+02	1.840727e+02	2.309192e-07	8.903871e-07	YES
1	VOID	1.820059e+02	2.333198e-01	5.140730e+04	1.820059e+02	1.820059e+02	1.820059e+02	1.820059e+02	3.012129e-07	-3.713809e-07	YES
1	VOID	1.803935e+02	2.388537e-01	5.136219e+04	1.803935e+02	1.803935e+02	1.803935e+02	1.803935e+02	5.003870e-07	6.515676e-07	YES
1	VOID	1.818687e+02	2.381830e-01	5.164410e+04	1.818687e+02	1.818687e+02	1.818687e+02	1.818687e+02	1.579580e-06	1.317819e-05	YES
1	VOID	1.823406e+02	2.456430e-01	5.121604e+04	1.823406e+02	1.823406e+02	1.823406e+02	1.823406e+02	-6.809805e-06	7.311951e-06	YES
1	VOID	1.789244e+02	2.612846e-01	5.039146e+04	1.789244e+02	1.789244e+02	1.789244e+02	1.789244e+02	2.417294e-05	-8.367034e-04	YES
1	VOID	1.789657e+02	2.632023e-01	5.069329e+04	1.789657e+02	1.789657e+02	1.789657e+02	1.789657e+02	-4.759271e-06	-8.022251e-06	YES
1	VOID	1.813393e+02	2.618140e-01	5.067269e+04	1.813393e+02	1.813393e+02	1.813393e+02	1.813393e+02	-4.210792e-06	-6.931338e-06	YES
1	VOID	1.827964e+02	2.516411e-01	5.020472e+04	1.827964e+02	1.827964e+02	1.827964e+02	1.827964e+02	-9.307451e-07	1.848117e-06	YES
1	VOID	1.795957e+02	2.512888e-01	4.945743e+04	1.795957e+02	1.795957e+02	1.795957e+02	1.795957e+02	-1.168136e-06	1.729920e-06	YES
1	VOID	1.776192e+02	2.462015e-01	4.993112e+04	1.776192e+02	1.776192e+02	1.776192e+02	1.776192e+02	-1.202074e-06	1.390572e-06	YES
1	VOID	1.816885e+02	2.332116e-01	5.117895e+04	1.816885e+02	1.816885e+02	1.816885e+02	1.816885e+02	5.988846e-07	4.889736e-06	YES
1	VOID	1.814632e+02	2.295330e-01	5.185089e+04	1.814632e+02	1.814632e+02	1.814632e+02	1.814632e+02	-2.364009e-07	-3.455948e-07	YES
1	VOID	1.791989e+02	2.317168e-01	5.214133e+04	1.791989e+02	1.791989e+02	1.791989e+02	1.791989e+02	3.220964e-07	9.302973e-07	YES
1	VOID	1.770910e+02	2.468823e-01	5.116975e+04	1.770910e+02	1.770910e+02	1.770910e+02	1.770910e+02	-9.437693e-07	6.077166e-06	YES
1	VOID	1.804141e+02	2.463602e-01	5.173889e+04	1.804141e+02	1.804141e+02	1.804141e+02	1.804141e+02	-1.226298e-06	1.590426e-06	YES
1	VOID	1.857944e+02	2.417410e-01	5.283303e+04	1.857944e+02	1.857944e+02	1.857944e+02	1.857944e+02	6.262785e-07	2.302029e-07	YES
1	VOID	1.844202e+02	2.531653e-01	5.259332e+04	1.844202e+02	1.844202e+02	1.844202e+02	1.844202e+02	-5.796902e-05	-1.073982e-03	YES
1	VOID	1.744638e+02	2.975902e-01	4.986518e+04	1.744638e+02	1.744638e+02	1.744638e+02	1.744638e+02	-1.162185e-07	1.061836e-06	YES
1	VOID	1.839781e+02	2.576370e-01	5.261442e+04	1.839781e+02	1.839781e+02	1.839781e+02	1.839781e+02	-2.975730e-06	-1.388087e-07	YES
1	VOID	1.816669e+02	2.741358e-01	5.202769e+04	1.816669e+02	1.816669e+02	1.816669e+02	1.816669e+02	-1.780719e-05	-4.296107e-05	YES
1	VOID	1.835717e+02	2.633267e-01	5.247294e+04	1.835717e+02	1.835717e+02	1.835717e+02	1.835717e+02	-1.425010e-06	1.614320e-06	YES
1	VOID	1.791269e+02	2.844139e-01	5.118775e+04	1.791269e+02	1.791269e+02	1.791269e+02	1.791269e+02	-5.853224e-05	-1.771633e-04	YES
1	VOID	1.741419e+02	3.215212e-01	4.877312e+04	1.741419e+02	1.741419e+02	1.741419e+02	1.741419e+02	-1.245076e-06	-3.599543e-06	YES
1	VOID	1.814411e+02	2.958084e-01	5.015982e+04	1.814411e+02	1.814411e+02	1.814411e+02	1.814411e+02	5.191787e-08	3.782820e-06	YES
1	VOID	1.773232e+02	3.212490e-01	4.834526e+04	1.773232e+02	1.773232e+02	1.773232e+02	1.773232e+02	-1.867871e-06	-6.125257e-06	YES
1	VOID	1.791180e+02	3.098828e-01	4.861367e+04	1.791180e+02	1.791180e+02	1.791180e+02	1.791180e+02	8.583574e-07	-1.026517e-07	YES
1	VOID	1.788818e+02	3.032752e-01	4.908144e+04	1.788818e+02	1.788818e+02	1.788818e+02	1.788818e+02	3.717263e-07	1.572102e-07	YES
1	VOID	1.796486e+02	2.805462e-01	5.030446e+04	1.796486e+02	1.796486e+02	1.796486e+02	1.796486e+02	-3.191700e-05	-1.240284e-04	YES
1	VOID	1.820246e+02	2.620042e-01	5.154459e+04	1.820246e+02	1.820246e+02	1.820246e+02	1.820246e+02	-3.209984e-07	-3.743135e-05	YES
1	VOID	1.772209e+02	2.738064e-01	5.080453e+04	1.772209e+02	1.772209e+02	1.772209e+02	1.772209e+02	-1.518748e-05	-2.465467e-05	YES
1	VOID	1.746863e+02	2.824127e-01	4.993764e+04	1.746863e+02	1.746863e+02	1.746863e+02	1.746863e+02	-4.880541e-05	-1.578480e-04	YES
1	VOID	1.800372e+02	2.630296e-01	5.151137e+04	1.800372e+02	1.800372e+02	1.800372e+02	1.800372e+02	-5.610688e-06	-3.240649e-06	YES
1	VOID	1.805349e+02	2.649874e-01	5.157734e+04	1.805349e+02	1.805349e+02	1.805349e+02	1.805349e+02	-4.008539e-06	-3.780541e-06	YES
1	VOID	1.795300e+02	2.747963e-01	5.108708e+04	1.795300e+02	1.795300e+02	1.795300e+02	1.795300e+02	-2.262002e-05	1.120950e-04	YES
1	VOID	1.782996e+02	2.790473e-01	5.122138e+04	1.782996e+02	1.782996e+02	1.782996e+02	1.782996e+02	-1.125608e-05	-1.842929e-05	YES
1	VOID	1.775421e+02	2.783073e-01	5.165564e+04	1.775421e+02	1.775421e+02	1.775421e+02	1.775421e+02	-3.586696e-05	-1.401271e-04	YES
1	VOID	1.805840e+02	2.618581e-01	5.275836e+04	1.805840e+02	1.805840e+02	1.805840e+02	1.805840e+02	-1.468531e-06	4.466245e-07	YES
1	VOID	1.790054e+02	2.702467e-01	5.198348e+04	1.790054e+02	1.790054e+02	1.790054e+02	1.790054e+02	-9.258573e-06	-1.622573e-05	YES
1	VOID	1.736097e+02	2.952195e-01	5.033097e+04	1.736097e+02	1.736097e+02	1.736097e+02	1.736097e+02	-7.178769e-05	-1.044912e-04	YES
1	VOID	1.758581e+02	2.948337e-01	5.066435e+04	1.758581e+02	1.758581e+02	1.758581e+02	1.758581e+02	9.412805e-07	-1.055347e-07	YES
1	VOID	1.762336e+02	3.103351e-01	4.856284e+04	1.762336e+02	1.762336e+02	1.762336e+02	1.762336e+02	2.843290e-07	-1.387115e-06	YES
1	VOID	1.836487e+02	2.905417e-01	4.959709e+04	1.836487e+02	1.836487e+02	1.836487e+02	1.836487e+02	-3.162333e-05	-4.280613e-05	YES
1	VOID	1.717972e+02	3.731912e-01	4.668260e+04	1.717972e+02	1.717972e+02	1.717972e+02	1.717972e+02	2.435825e-07	-3.913395e-07	YES
1	VOID	1.740394e+02	3.684788e-01	4.784546e+04	1.740394e+02	1.740394e+02	1.740394e+02	1.740394e+02	1.013782e-06	2.013767e-06	YES
1	VOID	1.845643e+02	3.088315e-01	5.159399e+04	1.845643e+02	1.845643e+02	1.845643e+02	1.845643e+02	1.003896e-06	4.535607e-07	YES
1	VOID	1.799697e+02	3.270007e-01	5.086019e+04	1.799697e+02	1.799697e+02	1.799697e+02	1.799697e+02	-7.154576e-06	-4.323482e-06	YES
1	VOID	1.765969e+02	3.510088e-01	4.914745e+04	1.765969e+02	1.765969e+02	1.765969e+02	1.765969e+02	-6.660658e-05	-3.013169e-05	YES
1	VOID	1.754047e+02	3.658654e-01	4.798877e+04	1.754047e+02	1.754047e+02	1.754047e+02	1.754047e+02	1.374403e-06	-6.265013e-08	YES
1	VOID	1.882473e+02	3.006912e-01	5.094704e+04	1.882473e+02	1.882473e+02	1.882473e+02	1.882473e+02	3.102076e-06	3.132617e-05	YES
1	INPUTS	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	--
1	INPUTS	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	--
1	INPUTS	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	--
1	VOID	1.974166e+02	2.611222e-01	5.405364e+04	1.974166e+02	1.974166e+02	1.974166e+02	1.974166e+02	1.039067e-07	5.104214e-07	YES
1	VOID	1.933475e+02	2.743473e-01	5.631355e+04	1.933475e+02	1.933475e+02	1.933475e+02	1.933475e+02	-5.267646e-06	-5.031806e-06	YES
1	VOID	1.824367e+02	2.885605e-01	5.436595e+04	1.824367e+02	1.824367e+02	1.824367e+02	1.824367e+02	-6.029199e-07	-2.197089e-06	YES
1	VOID	1.776977e+02	3.012244e-01	5.131102e+04	1.776977e+02	1.776977e+02	1.776977e+02	1.776977e+02	3.218150e-07	-3.260647e-05	YES
1	VOID	1.758973e+02	2.907714e-01	5.054100e+04	1.758973e+02	1.758973e+02	1.758973e+02	1.758973e+02	1.465196e-08	2.042189e-06	YES
1	VOID	1.742980e+02	3.228917e-01	4.861421e+04	1.742980e+02	1.742980e+02	1.742980e+02	1.742980e+02	-9.660458e-06	-4.400527e-06	YES
1	INPUTS	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	--
1	VOID	1.858126e+02	2.932222e-01	4.944476e+04	1.858126e+02	1.858126e+02	1.858126e+02	1.858126e+02	4.174935e-07	1.471315e-06	YES
1	VOID	1.858063e+02	2.632242e-01	4.895470e+04	1.858063e+02	1.858063e+02	1.858063e+02	1.858063e+02	-1.693214e-06	3.822782e-07	YES
1	VOID	1.891578e+02	2.471495e-01	4.993286e+04	1.891578e+02	1.891578e+02	1.891578e+02	1.891578e+02	-4.169535e-05	-1.239848e-04	YES
1	VOID	1.781868e+02	3.062875e-01	4.695088e+04	1.781868e+02	1.781868e+02	1.781868e+02	1.781868e+02	6.480714e-07	-4.503640e-07	YES
1	VOID	1.706453e+02	1.834374e-01	5.710858e+04	1.706453e+02	1.706453e+02	1.706453e+02	1.706453e+02	8.628545e-07	-5.348629e-06	YES
